ticker,date,open,close,bid,ask,52_week_low,52_week_high,volume,avg_volume,market_cap,pe_ratio,eps,currency,fetched_at
TSLA,2026-03-08,398.0899963378906,396.73,396.45,397.57,214.25,498.83,64054561,65407855,1488702275584,370.7757,1.07,USD,2026-03-08 23:32:21
META,2026-03-08,647.9000244140625,644.86,632.0,675.0,479.8,796.25,13159356,15239951,1631209127936,27.475927,23.47,USD,2026-03-08 23:32:21
NFLX,2026-03-08,99.33000183105467,99.02,98.89,99.11,75.01,134.115,41196294,50079600,420031889408,39.13834,2.53,USD,2026-03-08 23:32:22
AAPL,2026-03-09,255.69000244140625,259.88,259.67,260.11,169.21,288.62,38153594,48457011,3819697078272,32.896202,7.9,USD,2026-03-09 23:36:01
GOOGL,2026-03-09,294.3599853515625,306.36,285.54,319.34,140.53,349.0,29263937,34354049,3706036944896,28.340424,10.81,USD,2026-03-09 23:36:01
AMZN,2026-03-09,210.4600067138672,213.49,213.68,221.2,161.38,258.6,54486876,48905037,2291798376448,29.817041,7.16,USD,2026-03-09 23:36:02
MSFT,2026-03-09,404.9150085449219,409.41,408.53,412.49,344.79,555.45,30073894,33910442,3042889957376,25.604128,15.99,USD,2026-03-09 23:36:02
NVDA,2026-03-09,176.8300018310547,182.65,182.27,182.97,86.62,212.19,176552775,176664581,4439307976704,36.240078,5.04,USD,2026-03-09 23:36:02
TSLA,2026-03-09,390.0499877929688,398.68,398.25,399.05,214.25,498.83,66822812,65459388,1496019501056,369.14813,1.08,USD,2026-03-09 23:36:03
META,2026-03-09,634.7525024414062,647.39,646.84,675.0,479.8,796.25,13463314,15277966,1637608980480,27.583725,23.47,USD,2026-03-09 23:36:03
NFLX,2026-03-09,97.69000244140624,98.32,97.0,98.33,75.01,134.115,48540328,50051362,417062584320,38.86166,2.53,USD,2026-03-09 23:36:04
AAPL,2026-03-10,257.69500732421875,260.83,244.62,261.09,169.21,288.62,26403306,48544150,3833659654144,33.016453,7.9,USD,2026-03-10 23:36:00
GOOGL,2026-03-10,306.8399963378906,307.04,306.8,307.48,140.53,349.0,23146252,34283967,3714263023616,28.40333,10.81,USD,2026-03-10 23:36:00
AMZN,2026-03-10,214.125,214.33,203.3,214.49,161.38,258.6,35447311,49172072,2300815605760,29.892609,7.17,USD,2026-03-10 23:36:00
MSFT,2026-03-10,410.0299987792969,405.76,405.05,405.65,344.79,555.45,31601780,33814789,3015761723392,25.40764,15.97,USD,2026-03-10 23:36:00
NVDA,2026-03-10,182.3999938964844,184.77,184.21,185.06,86.62,212.19,178278679,176907150,4490835001344,37.708164,4.9,USD,2026-03-10 23:36:01
TSLA,2026-03-10,402.0549926757813,399.235,398.74,399.14,214.25,498.83,59079142,65522916,1498102104064,369.66202,1.08,USD,2026-03-10 23:36:01
META,2026-03-10,653.5599975585938,654.07,649.0,653.25,479.8,796.25,9827977,15220055,1654506389504,27.832766,23.5,USD,2026-03-10 23:36:01
NFLX,2026-03-10,97.80500030517578,96.94,96.91,97.18,75.01,134.115,40920580,49619093,411208777728,38.316208,2.53,USD,2026-03-10 23:36:01
AAPL,2026-03-11,261.2099914550781,260.81,247.96,274.36,169.21,288.62,25826274,48499306,3833366052864,33.013924,7.9,USD,2026-03-11 23:34:49
GOOGL,2026-03-11,306.5400085449219,308.7,291.01,321.84,140.53,349.0,23945198,33960303,3734344302592,28.399265,10.87,USD,2026-03-11 23:34:50
AMZN,2026-03-11,215.884994506836,212.65,212.48,212.76,161.38,258.6,33810699,49299061,2282780884992,29.866573,7.12,USD,2026-03-11 23:34:50
MSFT,2026-03-11,405.8399963378906,404.88,404.44,404.99,344.79,555.45,25374129,33934183,3009221230592,25.320826,15.99,USD,2026-03-11 23:34:50
NVDA,2026-03-11,185.9199981689453,186.03,176.58,186.56,86.62,212.19,138663908,176860132,4521459187712,37.965305,4.9,USD,2026-03-11 23:34:50
TSLA,2026-03-11,402.2200012207031,407.82,407.34,408.09,214.25,498.83,62101725,65579974,1530316849152,377.6111,1.08,USD,2026-03-11 23:34:51
META,2026-03-11,656.3286743164062,654.86,654.0,656.0,479.8,796.25,8924999,15166061,1656504713216,27.854528,23.51,USD,2026-03-11 23:34:51
NFLX,2026-03-11,97.38999938964844,94.89,94.86,95.18,75.01,134.115,33596392,49569067,402512904192,38.262096,2.48,USD,2026-03-11 23:34:51
AAPL,2026-03-12,258.6400146484375,255.76,255.52,256.01,169.21,288.62,40132517,48273077,3759141289984,32.374683,7.9,USD,2026-03-12 23:36:18
GOOGL,2026-03-12,306.8500061035156,303.55,303.22,316.15,140.53,349.0,24717197,33759272,3672044208128,28.10648,10.8,USD,2026-03-12 23:36:18
AMZN,2026-03-12,210.3300018310547,209.53,209.55,221.03,161.38,258.6,44067157,49273020,2249287794688,29.223152,7.17,USD,2026-03-12 23:36:19
MSFT,2026-03-12,404.8399963378906,401.86,401.71,402.42,344.79,555.45,26767393,34005827,2986775150592,25.131956,15.99,USD,2026-03-12 23:36:19
NVDA,2026-03-12,184.0500030517578,183.14,183.18,183.45,86.62,212.19,153887196,175852945,4451217702912,37.451942,4.89,USD,2026-03-12 23:36:19
TSLA,2026-03-12,405.1000061035156,395.01,390.39,395.28,214.25,498.83,59382702,65015127,1482248159232,372.65097,1.06,USD,2026-03-12 23:36:20
META,2026-03-12,648.8200073242188,638.18,637.91,638.78,479.8,796.25,11019525,15080276,1614311718912,27.145044,23.51,USD,2026-03-12 23:36:20
NFLX,2026-03-12,94.9260025024414,94.31,94.23,94.38,75.01,134.115,33941082,49305947,400052584448,37.27668,2.53,USD,2026-03-12 23:36:20
AAPL,2026-03-13,255.3999938964844,250.12,240.0,250.65,169.21,288.62,34193754,48148690,3676245065728,31.660759,7.9,USD,2026-03-13 23:36:37
GOOGL,2026-03-13,307.17999267578125,302.28,285.78,316.65,140.53,349.0,23640054,33612833,3656681259008,27.962996,10.81,USD,2026-03-13 23:36:37
AMZN,2026-03-13,209.3999938964844,207.67,207.55,220.02,161.38,258.6,34201623,49192965,2229321072640,28.963737,7.17,USD,2026-03-13 23:36:37
MSFT,2026-03-13,400.7200012207031,395.55,395.21,395.79,344.79,555.45,26350249,33894110,2939877064704,24.737335,15.99,USD,2026-03-13 23:36:38
NVDA,2026-03-13,184.9100036621093,180.25,180.01,182.0,86.62,212.19,156420571,175525501,4380976218112,36.710796,4.91,USD,2026-03-13 23:36:38
TSLA,2026-03-13,399.1650085449219,391.2,391.86,391.65,214.25,498.83,57370326,64950101,1467951349760,365.60748,1.07,USD,2026-03-13 23:36:38
META,2026-03-13,623.27001953125,613.71,613.34,615.34,479.8,796.25,18758294,15022548,1552413491200,26.126438,23.49,USD,2026-03-13 23:36:39
NFLX,2026-03-13,94.5500030517578,95.31,95.26,95.44,75.01,134.115,29808277,49057325,404294467584,37.671936,2.53,USD,2026-03-13 23:36:39
AAPL,2026-03-14,255.3999938964844,250.12,240.0,250.65,169.21,288.62,34193754,47965288,3676245065728,31.660759,7.9,USD,2026-03-14 23:36:18
GOOGL,2026-03-14,307.17999267578125,302.28,285.78,316.65,140.53,349.0,23640054,33450227,3656681259008,27.937155,10.82,USD,2026-03-14 23:36:18
AMZN,2026-03-14,209.3999938964844,207.67,207.55,220.02,161.38,258.6,34201623,48971413,2229321072640,29.00419,7.16,USD,2026-03-14 23:36:18
MSFT,2026-03-14,400.7200012207031,395.55,395.21,395.79,344.79,555.45,26350249,33778750,2939877064704,24.752815,15.98,USD,2026-03-14 23:36:19
NVDA,2026-03-14,184.9100036621093,180.25,180.01,182.0,86.62,212.19,156420571,175286096,4380976218112,36.785713,4.9,USD,2026-03-14 23:36:19
TSLA,2026-03-14,399.1650085449219,391.2,391.86,391.65,214.25,498.83,57370326,64844977,1467951349760,355.63635,1.1,USD,2026-03-14 23:36:19
META,2026-03-14,623.27001953125,613.71,613.34,615.34,479.8,796.25,18758294,15086793,1552413491200,26.104212,23.51,USD,2026-03-14 23:36:19
NFLX,2026-03-14,94.5500030517578,95.31,95.26,95.44,75.01,134.115,29808277,48743044,404294467584,37.671936,2.53,USD,2026-03-14 23:36:20
AAPL,2026-03-15,255.3999938964844,250.12,240.0,250.65,169.21,288.62,36929988,47924558,3676245065728,31.660759,7.9,USD,2026-03-15 23:36:53
GOOGL,2026-03-15,307.17999267578125,302.28,285.78,316.65,140.53,349.0,23693092,33521866,3656681259008,27.937155,10.82,USD,2026-03-15 23:36:53
AMZN,2026-03-15,209.3999938964844,207.67,207.55,220.02,161.38,258.6,35662137,48999501,2229321072640,29.00419,7.16,USD,2026-03-15 23:36:53
MSFT,2026-03-15,400.7200012207031,395.55,395.21,395.79,344.79,555.45,26350249,33946268,2939877064704,24.752815,15.98,USD,2026-03-15 23:36:54
NVDA,2026-03-15,184.9100036621093,180.25,180.01,182.0,86.62,212.19,160988424,175461271,4380976218112,36.785713,4.9,USD,2026-03-15 23:36:54
TSLA,2026-03-15,399.1650085449219,391.2,391.86,391.65,214.25,498.83,58504091,64016690,1467951349760,355.63635,1.1,USD,2026-03-15 23:36:54
META,2026-03-15,623.27001953125,613.71,613.34,615.34,479.8,796.25,18957637,15079088,1552413491200,26.104212,23.51,USD,2026-03-15 23:36:54
NFLX,2026-03-15,94.5500030517578,95.31,95.26,95.44,75.01,134.115,29876659,48888486,404294467584,37.671936,2.53,USD,2026-03-15 23:36:55
AAPL,2026-03-16,252.10499572753903,252.82,252.5,252.96,169.21,288.62,30091880,48098727,3715929735168,32.002533,7.9,USD,2026-03-16 23:39:06
GOOGL,2026-03-16,304.3500061035156,305.56,288.83,319.45,140.53,349.0,23445212,33571644,3696359374848,28.240295,10.82,USD,2026-03-16 23:39:06
AMZN,2026-03-16,208.3500061035156,211.74,211.05,211.95,161.38,258.6,42137043,49163918,2273012088832,29.572628,7.16,USD,2026-03-16 23:39:06
MSFT,2026-03-16,397.9450073242188,399.95,398.95,399.97,344.79,555.45,27676508,34170686,2972579528704,25.028162,15.98,USD,2026-03-16 23:39:06
NVDA,2026-03-16,182.97000122070312,183.22,173.81,183.44,86.62,212.19,215647512,175916749,4453162287104,37.391838,4.9,USD,2026-03-16 23:39:07
TSLA,2026-03-16,396.125,395.56,395.32,395.73,214.25,498.83,57799658,63277852,1484311887872,359.59998,1.1,USD,2026-03-16 23:39:07
META,2026-03-16,632.0,627.45,627.18,628.9,479.8,796.25,14349322,15092138,1587169591296,26.688643,23.51,USD,2026-03-16 23:39:08
NFLX,2026-03-16,95.58000183105467,95.2,95.19,95.44,75.01,134.115,34582324,49136342,403827884032,37.628456,2.53,USD,2026-03-16 23:39:08
AAPL,2026-03-17,253.07850646972656,254.23,253.86,265.62,169.21,288.62,27556024,47792989,3736653529088,32.221798,7.89,USD,2026-03-17 23:40:23
GOOGL,2026-03-17,305.9949951171875,310.92,290.38,321.63,140.53,349.0,21500980,33225988,3761199644672,28.735676,10.82,USD,2026-03-17 23:40:24
AMZN,2026-03-17,212.884994506836,215.2,215.18,215.5,161.38,258.6,41658353,49133108,2310155010048,29.972145,7.18,USD,2026-03-17 23:40:24
MSFT,2026-03-17,400.135009765625,399.41,398.53,399.44,344.79,555.45,24516587,34225305,2968566104064,24.963125,16.0,USD,2026-03-17 23:40:24
NVDA,2026-03-17,185.0500030517578,181.93,181.42,182.4,86.62,212.19,178520213,175820405,4421808291840,37.2045,4.89,USD,2026-03-17 23:40:25
TSLA,2026-03-17,395.6900024414063,399.27,398.49,399.28,214.25,498.83,46052732,62457872,1498233438208,373.1495,1.07,USD,2026-03-17 23:40:25
META,2026-03-17,628.530029296875,622.66,608.1,622.36,479.8,796.25,10268468,15084616,1575052902400,26.530039,23.47,USD,2026-03-17 23:40:25
NFLX,2026-03-17,95.3000030517578,94.36,94.33,94.49,75.01,134.115,26283342,48873352,400264691712,37.296444,2.53,USD,2026-03-17 23:40:25
AAPL,2026-03-18,252.625,249.94,249.67,250.06,169.21,288.62,34652568,47466349,3673599508480,31.597979,7.91,USD,2026-03-18 23:37:42
GOOGL,2026-03-18,309.3099975585937,307.69,307.4,308.01,140.53,349.0,19852916,33029930,3722126032896,28.437155,10.82,USD,2026-03-18 23:37:43
AMZN,2026-03-18,213.9600067138672,209.87,209.06,210.45,161.38,258.6,37711795,49043337,2252937625600,29.27057,7.17,USD,2026-03-18 23:37:43
MSFT,2026-03-18,397.0450134277344,391.79,390.0,392.47,344.79,555.45,25784138,34185491,2911931465728,24.517523,15.98,USD,2026-03-18 23:37:44
NVDA,2026-03-18,182.4900054931641,180.4,180.18,180.53,86.62,212.19,154378417,175928884,4384621854720,36.891617,4.89,USD,2026-03-18 23:37:44
TSLA,2026-03-18,399.0,392.78,392.38,393.05,214.25,498.83,49612648,61640223,1473880129536,363.68518,1.08,USD,2026-03-18 23:37:45
META,2026-03-18,616.3099975585938,615.68,615.97,616.05,479.8,796.25,11622275,14916844,1557396717568,26.232637,23.47,USD,2026-03-18 23:37:46
NFLX,2026-03-18,94.44499969482422,94.7,94.66,94.8,75.01,134.115,27264739,48689857,401706942464,37.43083,2.53,USD,2026-03-18 23:37:46
AAPL,2026-03-19,249.3999938964844,248.96,248.75,249.07,169.21,288.62,34568663,45620586,3659195744256,31.513924,7.9,USD,2026-03-19 23:38:22
GOOGL,2026-03-19,304.0050048828125,307.13,288.53,319.06,140.53,349.0,24934204,32352554,3715351707648,28.437963,10.8,USD,2026-03-19 23:38:22
AMZN,2026-03-19,207.0599975585937,208.76,208.86,217.62,161.38,258.6,35932990,48234686,2241021870080,29.075209,7.18,USD,2026-03-19 23:38:23
MSFT,2026-03-19,390.0299987792969,389.02,387.53,389.98,344.79,555.45,24689447,33423279,2891343462400,24.328955,15.99,USD,2026-03-19 23:38:23
NVDA,2026-03-19,178.00999450683594,178.56,178.33,180.0,86.62,212.19,168466737,173077259,4339900874752,36.3666,4.91,USD,2026-03-19 23:38:24
TSLA,2026-03-19,387.2049865722656,380.3,382.16,380.47,214.25,498.83,66549732,60750154,1427049807872,358.7736,1.06,USD,2026-03-19 23:38:24
META,2026-03-19,611.9600219726562,606.7,600.0,607.18,479.8,796.25,12389745,14268510,1534681284608,25.795069,23.52,USD,2026-03-19 23:38:25
NFLX,2026-03-19,94.30999755859376,91.74,90.94,93.0,75.01,134.115,38239433,47823576,389150932992,36.260868,2.53,USD,2026-03-19 23:38:25
AAPL,2026-03-20,248.1100006103516,247.99,235.77,248.06,169.21,288.62,87981315,45621310,3644938780672,31.430927,7.89,USD,2026-03-20 23:37:18
GOOGL,2026-03-20,305.989990234375,301.0,284.2,315.78,140.53,349.0,44234237,32353422,3641197199360,27.844587,10.81,USD,2026-03-20 23:37:19
AMZN,2026-03-20,207.5,205.37,205.09,218.61,161.38,258.6,55381136,48235633,2204630515712,28.68296,7.16,USD,2026-03-20 23:37:19
MSFT,2026-03-20,386.260009765625,381.87,381.36,383.0,344.79,555.45,46929374,33424477,2838202155008,23.881802,15.99,USD,2026-03-20 23:37:20
NVDA,2026-03-20,178.0,172.7,168.0,180.38,86.62,212.19,209815684,173089045,4197473583104,35.316975,4.89,USD,2026-03-20 23:37:20
TSLA,2026-03-20,379.3900146484375,367.96,367.32,368.07,214.25,498.83,74680129,60752667,1380744822784,347.13208,1.06,USD,2026-03-20 23:37:20
META,2026-03-20,603.530029296875,593.66,593.06,598.0,479.8,796.25,19820750,14268874,1501695836160,25.283646,23.48,USD,2026-03-20 23:37:21
NFLX,2026-03-20,91.37000274658205,91.82,91.75,91.92,75.01,134.115,61493975,47824276,389490311168,36.292492,2.53,USD,2026-03-20 23:37:21
AAPL,2026-03-21,248.1100006103516,247.99,235.77,248.06,169.21,288.62,87981315,46144088,3644938780672,31.351456,7.91,USD,2026-03-21 23:33:21
GOOGL,2026-03-21,305.989990234375,301.0,284.2,315.78,140.53,349.0,44234237,32430463,3641197199360,27.844587,10.81,USD,2026-03-21 23:33:21
AMZN,2026-03-21,207.5,205.37,205.09,218.61,161.38,258.6,55381136,48294600,2204630515712,28.642956,7.17,USD,2026-03-21 23:33:21
MSFT,2026-03-21,386.260009765625,381.87,381.36,383.0,344.79,555.45,46929374,33573022,2838202155008,23.926691,15.96,USD,2026-03-21 23:33:22
NVDA,2026-03-21,178.0,172.7,168.0,180.38,86.62,212.19,209815684,174151150,4197473583104,35.244896,4.9,USD,2026-03-21 23:33:22
TSLA,2026-03-21,379.3900146484375,367.96,367.32,368.07,214.25,498.83,74680129,61144022,1380744822784,343.88782,1.07,USD,2026-03-21 23:33:22
META,2026-03-21,603.530029296875,593.66,593.06,598.0,479.8,796.25,19820750,14365167,1501695836160,25.25138,23.51,USD,2026-03-21 23:33:22
NFLX,2026-03-21,91.37000274658205,91.82,91.75,91.92,75.01,134.115,61493975,47925027,389490311168,36.292492,2.53,USD,2026-03-21 23:33:23
AAPL,2026-03-22,248.1100006103516,247.99,235.77,248.06,169.21,288.62,88331081,46303626,3644938780672,31.351456,7.91,USD,2026-03-22 23:37:15
GOOGL,2026-03-22,305.989990234375,301.0,284.2,315.78,140.53,349.0,44364079,32530473,3641197199360,27.844587,10.81,USD,2026-03-22 23:37:16
AMZN,2026-03-22,207.5,205.37,205.09,218.61,161.38,258.6,63694603,48561821,2204630515712,28.642956,7.17,USD,2026-03-22 23:37:16
MSFT,2026-03-22,386.260009765625,381.85,381.36,383.0,344.79,555.45,50853154,33849856,2838053519360,23.92544,15.96,USD,2026-03-22 23:37:17
NVDA,2026-03-22,178.0,172.93,168.0,180.38,86.62,212.19,241323528,174902596,4203063541760,35.291836,4.9,USD,2026-03-22 23:37:17
TSLA,2026-03-22,379.3900146484375,367.96,367.32,368.07,214.25,498.83,78628603,60714488,1380744822784,343.88782,1.07,USD,2026-03-22 23:37:18
META,2026-03-22,603.530029296875,593.66,593.06,598.0,479.8,796.25,21214898,14343596,1501695836160,25.25138,23.51,USD,2026-03-22 23:37:18
NFLX,2026-03-22,91.37000274658205,91.82,91.75,91.92,75.01,134.115,61678012,48065698,389490311168,36.292492,2.53,USD,2026-03-22 23:37:19
AAPL,2026-03-23,253.9900054931641,251.49,252.51,254.98,169.21,288.62,37465587,46586027,3696381394944,31.793934,7.91,USD,2026-03-23 23:40:30
